#,,FANLI_S08V2,2021.12.04 10:41:23 CST,,
#,Name,FirstPinIdx,LastPinIdx,Diff,Type,Tag,
Signal,BOOST_LX,-1,-1,0,Supply,
Signal,PMU_REFBP,-1,-1,0,Supply,
Signal,PMUVCC12,-1,-1,0,Supply,
Signal,PMUVCC3,-1,-1,0,Supply,
Signal,SIMVCC1,-1,-1,0,Supply,
Signal,SIMVCC2,-1,-1,0,Supply,
Signal,SIMVCC3,-1,-1,0,Supply,
Signal,VBAT,-1,-1,0,Supply,
Signal,VDD_PMU_AIOLDO,-1,-1,0,Supply,
Signal,VDD_PMU_CLDO,-1,-1,0,Supply,
Signal,VDD_PMU_SYSLDO,-1,-1,0,Supply,
Signal,VDDBOOST,-1,-1,0,Supply,
Signal,VDDIO,-1,-1,0,Supply,
Signal,VDDPA,-1,-1,0,Supply,
Signal,BOOST_LX_D,-1,-1,0,InOut,
Signal,IC0_TEST,-1,-1,0,InOut,
Signal,IC1_TEST,-1,-1,0,InOut,
Signal,NFC_CLK_REQ,-1,-1,0,InOut,
Signal,NFC_DEV_WKUP_HOST,-1,-1,0,InOut,
Signal,NFC_GPIO0,-1,-1,0,InOut,
Signal,NFC_GPIO1,-1,-1,0,InOut,
Signal,NFC_GPIO4,-1,-1,0,InOut,
Signal,NFC_HOST_WKUP_DEV,-1,-1,0,InOut,
Signal,NFC_IC_ADDR0,-1,-1,0,InOut,
Signal,NFC_IC_ADDR1,-1,-1,0,InOut,
Signal,NFC_IC_SCL,-1,-1,0,InOut,
Signal,NFC_IC_SDA,-1,-1,0,InOut,
Signal,NFC_SIM_SWIO1,-1,-1,0,InOut,
Signal,NFC_SIM_SWIO2,-1,-1,0,InOut,
Signal,NFC_SIM_SWIO3,-1,-1,0,InOut,
Signal,NFC_XTAL1,-1,-1,0,InOut,
Signal,PMU_PWRON,-1,-1,0,InOut,
Signal,RXN_D,-1,-1,0,InOut,
Signal,RXP_D,-1,-1,0,InOut,
Signal,SE_POW_ON,-1,-1,0,InOut,
Signal,SE_UART_RXD,-1,-1,0,InOut,
Signal,SE_UART_TXD,-1,-1,0,InOut,
Signal,SE_WKUP_DEV,-1,-1,0,InOut,
Signal,SIM_IO_PDN_2,-1,-1,0,InOut,
Signal,TX1,-1,-1,0,InOut,
Signal,TX2,-1,-1,0,InOut,
Signal,TXVCASC,-1,-1,0,InOut,
Signal,TXVCM,-1,-1,0,InOut,
Signal,VDD_PMU_SIMLDO,-1,-1,0,InOut,
Signal,VDD_XLDO,-1,-1,0,InOut,
Signal,VDDA,-1,-1,0,InOut,
Signal,VMID,-1,-1,0,InOut,
Signal,RXN_IN,-1,-1,0,AnalogIn,
Signal,RXN_OUT,-1,-1,0,AnalogOut,
Signal,RXP_IN,-1,-1,0,AnalogIn,
Signal,RXP_OUT,-1,-1,0,AnalogOut,
Signal,NFC_GPIO3_D,-1,-1,0,AnalogIn,
Signal,NFC_GPIO2_D,-1,-1,0,AnalogOut,
Signal,FE*_HF_AWG_*_SYNC,-1,-1,0,InOut,
Signal,FE*_HF_DIG_*_SYNC,-1,-1,0,InOut,
Signal,K*005,-1,-1,0,Ubit,
Signal,K*001,-1,-1,0,Ubit,
Signal,K*002,-1,-1,0,Ubit,
Signal,K*004,-1,-1,0,Ubit,
Signal,K*003,-1,-1,0,Ubit,
Signal,U*002,-1,-1,0,InOut,
Signal,U3,-1,-1,0,InOut,
#,Name,List of Signals(Tag),,,
Group,gRF_D,TX1+TX2+RXP_D+RXN_D,,,
Group,gUtility,K*005+K*001+K*002+K*004+K*003,,,
Group,gMIX,TX1+TX2,,,
Group,gSSI,NFC_DEV_WKUP_HOST+NFC_HOST_WKUP_DEV,,,
Group,gSwio,NFC_SIM_SWIO1+NFC_SIM_SWIO2+NFC_SIM_SWIO3,,,
Group,gDout,NFC_CLK_REQ+SE_UART_TXD+NFC_GPIO1+IC0_TEST,,,
Group,gSIMVCCS,SIMVCC1+SIMVCC2+SIMVCC3,,,
Group,gDFTPINS_DC,NFC_GPIO0+NFC_GPIO4+IC0_TEST+IC1_TEST+NFC_IC_SCL+SE_UART_RXD+SE_WKUP_DEV+SE_POW_ON+SE_UART_TXD,,,
Group,gDFTPINS,NFC_GPIO0+NFC_GPIO4+IC0_TEST+IC1_TEST+NFC_IC_SCL+NFC_GPIO1+SE_UART_RXD+SE_WKUP_DEV+SE_POW_ON+SE_UART_TXD,,,
Group,pDIGITAL,BOOST_LX_D+NFC_IC_SDA+NFC_GPIO0+NFC_GPIO4+IC0_TEST+IC1_TEST+NFC_IC_SCL+NFC_GPIO1+NFC_IC_ADDR1+NFC_IC_ADDR0+SE_UART_RXD+SE_WKUP_DEV+SE_UART_TXD+NFC_DEV_WKUP_HOST+NFC_CLK_REQ+NFC_HOST_WKUP_DEV,,,
Group,gOS_PS_DIGITAL_PPMU,VDD_PMU_SIMLDO+TXVCASC+TXVCM+VDD_XLDO,,,
Group,gIIHL_NOPUPD,NFC_IC_SDA+NFC_IC_ADDR1+NFC_DEV_WKUP_HOST+NFC_CLK_REQ+NFC_IC_ADDR0+NFC_HOST_WKUP_DEV,,,
